Gruppierung Bezeichnung;Produktbereich;Produktbereich Bezeichnung;Produktgruppe;Produktgruppe Bezeichnung;Haushaltsjahr;Ertrag / Aufwand; €
Versorgungsaufwendungen;15;Bauaufsicht und Denkmalschutz;15.02;Denkmalschutz und -pflege;2016;A;38000,00
Versorgungsaufwendungen;15;Bauaufsicht und Denkmalschutz;15.02;Denkmalschutz und -pflege;2017;A;50000,00
Versorgungsaufwendungen;15;Bauaufsicht und Denkmalschutz;15.02;Denkmalschutz und -pflege;2018;A;50000,00
Versorgungsaufwendungen;15;Bauaufsicht und Denkmalschutz;15.02;Denkmalschutz und -pflege;2019;A;51000,00
Versorgungsaufwendungen;15;Bauaufsicht und Denkmalschutz;15.02;Denkmalschutz und -pflege;2020;A;54000,00
Versorgungsaufwendungen;16;Nahverkehr und ÖPNV;16.01;Erschließung;2015;A;149216,15
Versorgungsaufwendungen;16;Nahverkehr und ÖPNV;16.01;Erschließung;2016;A;154000,00
Versorgungsaufwendungen;16;Nahverkehr und ÖPNV;16.01;Erschließung;2017;A;242000,00
Versorgungsaufwendungen;16;Nahverkehr und ÖPNV;16.01;Erschließung;2018;A;242000,00
Versorgungsaufwendungen;16;Nahverkehr und ÖPNV;16.01;Erschließung;2019;A;246000,00
Versorgungsaufwendungen;16;Nahverkehr und ÖPNV;16.01;Erschließung;2020;A;260000,00
Versorgungsaufwendungen;16;Nahverkehr und ÖPNV;16.02;Verwendung Stellplatzablöse;2015;A;1826,12
Versorgungsaufwendungen;16;Nahverkehr und ÖPNV;16.02;Verwendung Stellplatzablöse;2016;A;2000,00
Versorgungsaufwendungen;16;Nahverkehr und ÖPNV;16.02;Verwendung Stellplatzablöse;2017;A;4000,00
Versorgungsaufwendungen;16;Nahverkehr und ÖPNV;16.02;Verwendung Stellplatzablöse;2018;A;4000,00
Versorgungsaufwendungen;16;Nahverkehr und ÖPNV;16.02;Verwendung Stellplatzablöse;2019;A;4000,00
Versorgungsaufwendungen;16;Nahverkehr und ÖPNV;16.02;Verwendung Stellplatzablöse;2020;A;5000,00
Versorgungsaufwendungen;16;Nahverkehr und ÖPNV;16.03;Verkehrsanlagen;2015;A;220669,57
Versorgungsaufwendungen;16;Nahverkehr und ÖPNV;16.03;Verkehrsanlagen;2016;A;228000,00
Versorgungsaufwendungen;16;Nahverkehr und ÖPNV;16.03;Verkehrsanlagen;2017;A;359000,00
Versorgungsaufwendungen;16;Nahverkehr und ÖPNV;16.03;Verkehrsanlagen;2018;A;359000,00
Versorgungsaufwendungen;16;Nahverkehr und ÖPNV;16.03;Verkehrsanlagen;2019;A;365000,00
Versorgungsaufwendungen;16;Nahverkehr und ÖPNV;16.03;Verkehrsanlagen;2020;A;387000,00
Versorgungsaufwendungen;16;Nahverkehr und ÖPNV;16.06;Verkehrseinrichtungen;2015;A;23978,99
Versorgungsaufwendungen;16;Nahverkehr und ÖPNV;16.06;Verkehrseinrichtungen;2016;A;25000,00
Versorgungsaufwendungen;16;Nahverkehr und ÖPNV;16.06;Verkehrseinrichtungen;2017;A;39000,00
Versorgungsaufwendungen;16;Nahverkehr und ÖPNV;16.06;Verkehrseinrichtungen;2018;A;39000,00
Versorgungsaufwendungen;16;Nahverkehr und ÖPNV;16.06;Verkehrseinrichtungen;2019;A;39000,00
Versorgungsaufwendungen;16;Nahverkehr und ÖPNV;16.06;Verkehrseinrichtungen;2020;A;42000,00
Versorgungsaufwendungen;16;Nahverkehr und ÖPNV;16.12;Verkehrsplanung ;2015;A;22897,27
Versorgungsaufwendungen;16;Nahverkehr und ÖPNV;16.12;Verkehrsplanung ;2016;A;24000,00
Versorgungsaufwendungen;16;Nahverkehr und ÖPNV;16.12;Verkehrsplanung ;2017;A;32000,00
Versorgungsaufwendungen;16;Nahverkehr und ÖPNV;16.12;Verkehrsplanung ;2018;A;32000,00
Versorgungsaufwendungen;16;Nahverkehr und ÖPNV;16.12;Verkehrsplanung ;2019;A;33000,00
Versorgungsaufwendungen;16;Nahverkehr und ÖPNV;16.12;Verkehrsplanung ;2020;A;34000,00
Versorgungsaufwendungen;17;Wohnen;17.01;Wohnen;2015;A;443823,15
Versorgungsaufwendungen;17;Wohnen;17.01;Wohnen;2016;A;456000,00
Versorgungsaufwendungen;17;Wohnen;17.01;Wohnen;2017;A;845000,00
Versorgungsaufwendungen;17;Wohnen;17.01;Wohnen;2018;A;845000,00
Versorgungsaufwendungen;17;Wohnen;17.01;Wohnen;2019;A;857000,00
Versorgungsaufwendungen;17;Wohnen;17.01;Wohnen;2020;A;906000,00
Versorgungsaufwendungen;18;Soziales;18.01;Leistungen des Jugend- und Sozialamtes;2015;A;3514323,11
Versorgungsaufwendungen;18;Soziales;18.01;Leistungen des Jugend- und Sozialamtes;2016;A;3614000,00
Versorgungsaufwendungen;18;Soziales;18.01;Leistungen des Jugend- und Sozialamtes;2017;A;6032000,00
Versorgungsaufwendungen;18;Soziales;18.01;Leistungen des Jugend- und Sozialamtes;2018;A;6032000,00
Versorgungsaufwendungen;18;Soziales;18.01;Leistungen des Jugend- und Sozialamtes;2019;A;6103000,00
Versorgungsaufwendungen;18;Soziales;18.01;Leistungen des Jugend- und Sozialamtes;2020;A;6385000,00
Versorgungsaufwendungen;19;Gesundheit;19.01;Infektiologie;2015;A;194180,10
Versorgungsaufwendungen;19;Gesundheit;19.01;Infektiologie;2016;A;203000,00
Versorgungsaufwendungen;19;Gesundheit;19.01;Infektiologie;2017;A;314000,00
Versorgungsaufwendungen;19;Gesundheit;19.01;Infektiologie;2018;A;314000,00
Versorgungsaufwendungen;19;Gesundheit;19.01;Infektiologie;2019;A;319000,00
Versorgungsaufwendungen;19;Gesundheit;19.01;Infektiologie;2020;A;338000,00
Versorgungsaufwendungen;19;Gesundheit;19.02;Medizinische Dienste und Hygiene;2015;A;
Versorgungsaufwendungen;19;Gesundheit;19.05;Drogen-, Sucht- und Präventionsthemen;2015;A;7057,10
Versorgungsaufwendungen;19;Gesundheit;19.05;Drogen-, Sucht- und Präventionsthemen;2016;A;7000,00
Versorgungsaufwendungen;19;Gesundheit;19.05;Drogen-, Sucht- und Präventionsthemen;2017;A;13000,00
Versorgungsaufwendungen;19;Gesundheit;19.05;Drogen-, Sucht- und Präventionsthemen;2018;A;13000,00
Versorgungsaufwendungen;19;Gesundheit;19.05;Drogen-, Sucht- und Präventionsthemen;2019;A;13000,00
Versorgungsaufwendungen;19;Gesundheit;19.05;Drogen-, Sucht- und Präventionsthemen;2020;A;14000,00
Versorgungsaufwendungen;20;Bildung;20.01;Schulbetriebsmanagement/pädag. Aufgaben;2015;A;453416,01
Versorgungsaufwendungen;20;Bildung;20.01;Schulbetriebsmanagement/pädag. Aufgaben;2016;A;468000,00
Versorgungsaufwendungen;20;Bildung;20.01;Schulbetriebsmanagement/pädag. Aufgaben;2017;A;673000,00
Versorgungsaufwendungen;20;Bildung;20.01;Schulbetriebsmanagement/pädag. Aufgaben;2018;A;673000,00
Versorgungsaufwendungen;20;Bildung;20.01;Schulbetriebsmanagement/pädag. Aufgaben;2019;A;683000,00
Versorgungsaufwendungen;20;Bildung;20.01;Schulbetriebsmanagement/pädag. Aufgaben;2020;A;721000,00
Versorgungsaufwendungen;20;Bildung;20.03;Trägerübergreifende Kita-Aufgaben, Tagespflege;2015;A;76770,48
Versorgungsaufwendungen;20;Bildung;20.03;Trägerübergreifende Kita-Aufgaben, Tagespflege;2016;A;78000,00
Versorgungsaufwendungen;20;Bildung;20.03;Trägerübergreifende Kita-Aufgaben, Tagespflege;2017;A;116000,00
Versorgungsaufwendungen;20;Bildung;20.03;Trägerübergreifende Kita-Aufgaben, Tagespflege;2018;A;116000,00
Versorgungsaufwendungen;20;Bildung;20.03;Trägerübergreifende Kita-Aufgaben, Tagespflege;2019;A;118000,00
Versorgungsaufwendungen;20;Bildung;20.03;Trägerübergreifende Kita-Aufgaben, Tagespflege;2020;A;124000,00
Versorgungsaufwendungen;20;Bildung;20.07;Angebote der Stadtbücherei;2015;A;49150,81
Versorgungsaufwendungen;20;Bildung;20.07;Angebote der Stadtbücherei;2016;A;51000,00
Versorgungsaufwendungen;20;Bildung;20.07;Angebote der Stadtbücherei;2017;A;88000,00
Versorgungsaufwendungen;20;Bildung;20.07;Angebote der Stadtbücherei;2018;A;88000,00
Versorgungsaufwendungen;20;Bildung;20.07;Angebote der Stadtbücherei;2019;A;89000,00
Versorgungsaufwendungen;20;Bildung;20.07;Angebote der Stadtbücherei;2020;A;94000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.01;Kulturelle Dienstleistungen und Projekte;2015;A;137065,40
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.01;Kulturelle Dienstleistungen und Projekte;2016;A;143000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.01;Kulturelle Dienstleistungen und Projekte;2017;A;213000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.01;Kulturelle Dienstleistungen und Projekte;2018;A;213000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.01;Kulturelle Dienstleistungen und Projekte;2019;A;216000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.01;Kulturelle Dienstleistungen und Projekte;2020;A;229000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.05;Zoologischer Garten Frankfurt;2015;A;50281,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.05;Zoologischer Garten Frankfurt;2016;A;53000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.05;Zoologischer Garten Frankfurt;2017;A;94000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.05;Zoologischer Garten Frankfurt;2018;A;94000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.05;Zoologischer Garten Frankfurt;2019;A;95000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.05;Zoologischer Garten Frankfurt;2020;A;101000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.12;Städtische Bühnen;2015;A;256148,02
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.12;Städtische Bühnen;2016;A;300000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.12;Städtische Bühnen;2017;A;330000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.12;Städtische Bühnen;2018;A;330000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.12;Städtische Bühnen;2019;A;330000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.12;Städtische Bühnen;2020;A;330000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.14;Sporthallen;2015;A;14810,25
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.14;Sporthallen;2016;A;15000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.14;Sporthallen;2017;A;12000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.14;Sporthallen;2018;A;12000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.14;Sporthallen;2019;A;13000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.14;Sporthallen;2020;A;15000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.15;Sportstätten und Sportstättenvergabe;2015;A;142207,37
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.15;Sportstätten und Sportstättenvergabe;2016;A;147000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.15;Sportstätten und Sportstättenvergabe;2017;A;181000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.15;Sportstätten und Sportstättenvergabe;2018;A;181000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.15;Sportstätten und Sportstättenvergabe;2019;A;183000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.15;Sportstätten und Sportstättenvergabe;2020;A;191000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.16;Sportförderung;2015;A;11679,24
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.16;Sportförderung;2016;A;12000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.16;Sportförderung;2017;A;49000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.16;Sportförderung;2018;A;49000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.16;Sportförderung;2019;A;50000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.16;Sportförderung;2020;A;54000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.18;Archäologisches Museum;2015;A;26426,49
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.18;Archäologisches Museum;2016;A;28000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.18;Archäologisches Museum;2017;A;37000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.18;Archäologisches Museum;2018;A;37000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.18;Archäologisches Museum;2019;A;38000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.18;Archäologisches Museum;2020;A;40000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.21;Historisches Museum;2015;A;38950,28
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.21;Historisches Museum;2016;A;41000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.21;Historisches Museum;2017;A;64000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.21;Historisches Museum;2018;A;64000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.21;Historisches Museum;2019;A;65000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.21;Historisches Museum;2020;A;69000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.22;Museum für Angewandte Kunst;2015;A;39571,55
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.22;Museum für Angewandte Kunst;2016;A;41000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.22;Museum für Angewandte Kunst;2017;A;47000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.22;Museum für Angewandte Kunst;2018;A;47000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.22;Museum für Angewandte Kunst;2019;A;48000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.22;Museum für Angewandte Kunst;2020;A;51000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.23;Museum der Weltkulturen;2015;A;16798,15
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.23;Museum der Weltkulturen;2016;A;17000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.23;Museum der Weltkulturen;2017;A;30000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.23;Museum der Weltkulturen;2018;A;30000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.23;Museum der Weltkulturen;2019;A;30000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.23;Museum der Weltkulturen;2020;A;32000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.24;Deutsches Architekturmuseum;2015;A;0,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.24;Deutsches Architekturmuseum;2016;A;0,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.24;Deutsches Architekturmuseum;2017;A;0,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.24;Deutsches Architekturmuseum;2018;A;0,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.24;Deutsches Architekturmuseum;2019;A;0,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.24;Deutsches Architekturmuseum;2020;A;0,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.25;Museum für Moderne Kunst;2015;A;5354,73
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.25;Museum für Moderne Kunst;2016;A;6000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.25;Museum für Moderne Kunst;2017;A;10000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.25;Museum für Moderne Kunst;2018;A;10000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.25;Museum für Moderne Kunst;2019;A;10000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.25;Museum für Moderne Kunst;2020;A;11000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.26;Jüdisches Museum;2015;A;7057,10
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.26;Jüdisches Museum;2016;A;7000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.26;Jüdisches Museum;2017;A;12000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.26;Jüdisches Museum;2018;A;12000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.26;Jüdisches Museum;2019;A;12000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.26;Jüdisches Museum;2020;A;13000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.27;Institut für Stadtgeschichte;2015;A;122206,07
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.27;Institut für Stadtgeschichte;2016;A;127000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.27;Institut für Stadtgeschichte;2017;A;208000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.27;Institut für Stadtgeschichte;2018;A;208000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.27;Institut für Stadtgeschichte;2019;A;211000,00
Versorgungsaufwendungen;21;Kultur, Freizeit und Sport;21.27;Institut für Stadtgeschichte;2020;A;223000,00
Versorgungsaufwendungen;22;Umwelt;22.01;Umweltplanung und Umweltservice;2015;A;174500,79
Versorgungsaufwendungen;22;Umwelt;22.01;Umweltplanung und Umweltservice;2016;A;180000,00
Versorgungsaufwendungen;22;Umwelt;22.01;Umweltplanung und Umweltservice;2017;A;277000,00
Versorgungsaufwendungen;22;Umwelt;22.01;Umweltplanung und Umweltservice;2018;A;277000,00
Versorgungsaufwendungen;22;Umwelt;22.01;Umweltplanung und Umweltservice;2019;A;281000,00
Versorgungsaufwendungen;22;Umwelt;22.01;Umweltplanung und Umweltservice;2020;A;298000,00
Versorgungsaufwendungen;22;Umwelt;22.03;Anlagen der Abfallwirtschaft;2015;A;8771,38
Versorgungsaufwendungen;22;Umwelt;22.03;Anlagen der Abfallwirtschaft;2016;A;9000,00
Versorgungsaufwendungen;22;Umwelt;22.03;Anlagen der Abfallwirtschaft;2017;A;31000,00
Versorgungsaufwendungen;22;Umwelt;22.03;Anlagen der Abfallwirtschaft;2018;A;31000,00
Versorgungsaufwendungen;22;Umwelt;22.03;Anlagen der Abfallwirtschaft;2019;A;31000,00
Versorgungsaufwendungen;22;Umwelt;22.03;Anlagen der Abfallwirtschaft;2020;A;33000,00
Versorgungsaufwendungen;22;Umwelt;22.04;Energie und Klimaschutz;2018;A;0,00
Versorgungsaufwendungen;22;Umwelt;22.04;Energie und Klimaschutz;2019;A;0,00
Versorgungsaufwendungen;22;Umwelt;22.04;Energie und Klimaschutz;2020;A;0,00
Versorgungsaufwendungen;22;Umwelt;22.07;StadtForst;2015;A;62804,77
Versorgungsaufwendungen;22;Umwelt;22.07;StadtForst;2016;A;66000,00
Versorgungsaufwendungen;22;Umwelt;22.07;StadtForst;2017;A;98000,00
Versorgungsaufwendungen;22;Umwelt;22.07;StadtForst;2018;A;98000,00
Versorgungsaufwendungen;22;Umwelt;22.07;StadtForst;2019;A;100000,00
Versorgungsaufwendungen;22;Umwelt;22.07;StadtForst;2020;A;106000,00
Versorgungsaufwendungen;22;Umwelt;22.09;Grün- und Freiflächen;2015;A;100873,22
Versorgungsaufwendungen;22;Umwelt;22.09;Grün- und Freiflächen;2016;A;103000,00
Versorgungsaufwendungen;22;Umwelt;22.09;Grün- und Freiflächen;2017;A;161000,00
Versorgungsaufwendungen;22;Umwelt;22.09;Grün- und Freiflächen;2018;A;161000,00
Versorgungsaufwendungen;22;Umwelt;22.09;Grün- und Freiflächen;2019;A;163000,00
Versorgungsaufwendungen;22;Umwelt;22.09;Grün- und Freiflächen;2020;A;172000,00
Versorgungsaufwendungen;22;Umwelt;22.10;Friedhöfe, Bestattungen und Städt. Pietät;2015;A;49162,21
Versorgungsaufwendungen;22;Umwelt;22.10;Friedhöfe, Bestattungen und Städt. Pietät;2016;A;49000,00
Versorgungsaufwendungen;22;Umwelt;22.10;Friedhöfe, Bestattungen und Städt. Pietät;2017;A;51000,00
Versorgungsaufwendungen;22;Umwelt;22.10;Friedhöfe, Bestattungen und Städt. Pietät;2018;A;51000,00
Versorgungsaufwendungen;22;Umwelt;22.10;Friedhöfe, Bestattungen und Städt. Pietät;2019;A;52000,00
Versorgungsaufwendungen;22;Umwelt;22.10;Friedhöfe, Bestattungen und Städt. Pietät;2020;A;55000,00
Versorgungsaufwendungen;22;Umwelt;22.11;Palmengarten;2015;A;24712,21
Versorgungsaufwendungen;22;Umwelt;22.11;Palmengarten;2016;A;26000,00
Versorgungsaufwendungen;22;Umwelt;22.11;Palmengarten;2017;A;42000,00
Versorgungsaufwendungen;22;Umwelt;22.11;Palmengarten;2018;A;42000,00
Versorgungsaufwendungen;22;Umwelt;22.11;Palmengarten;2019;A;43000,00
Versorgungsaufwendungen;22;Umwelt;22.11;Palmengarten;2020;A;45000,00
Versorgungsaufwendungen;22;Umwelt;22.12;Kommunale Abfallwirtschaft;2015;A;44877,19
Versorgungsaufwendungen;22;Umwelt;22.12;Kommunale Abfallwirtschaft;2016;A;46000,00
Versorgungsaufwendungen;22;Umwelt;22.12;Kommunale Abfallwirtschaft;2017;A;107000,00
